DOCUMENT_NO,NARRATIVE,label,DEGREE_INJURY,IMMED_NOTIFY,ACTIVITY,OCCUPATION,SUBUNIT,CLASSIFICATION,MINE_ID,CONTRACTOR_ID,CAL_YR
220261770005,There was a Non-Injury Roof Fall which occurred at this mine on 04/30/2026. No employees were there when the Roof Fall occurred.,0,ACCIDENT ONLY,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1519957,,2026
220260890006,"EE was attempting to use pry bar to lift up shaft on roll press roll. As EE attempted the pry bar slipped and EE fell on right side, EE placed left arm to catch self and felt a sharp pain in left bicep.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",SURFACE AT UNDERGROUND,HANDTOOLS (NONPOWERED),2302434,,2026
220262230020,IW exited the cab of the haul truck and hit their head on the truck's headache rack. This caused a laceration to the top of IW head which required staples to close.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Utility man, Shift tech, Service/Dump truck operator","STRIP, QUARY, OPEN PIT",STRIKING OR BUMPING,2600081,,2026
220261030020,"Contractor was assisting repairs of coal mill rollers during outage. When shaft was being lowered onto sawhorse the injured who was assisting the moving of the shaft, pinched their right handed middle finger between the shaft and the sawhorse causing a laceration in their finger. Contractor Supervisor took the injured to get medical attention. Receiving 10 sutures.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,Welder (non-shop),MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,0100016,B9898,2026
220260720007,"A seismic event occurred shortly after the blasted round in 37-281 stope. No one was in the area at the time of the event. The area was shut down to work and or travel until the next morning, when we could get into the area to investigate. upon inspection of the area, a section of cemented sand had taken damage during the event.",1,ACCIDENT ONLY,OUTBURST,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,1000082,,2026
220261830009,"EE was leaving dry and they high fived another EE. Reported immediate hand pain. Seen at clinic 6/18, did not file a C4. On 6/25 EE went to Hospital and filed a claim for workers' comp. Referred to ortho who did previous surgery. X-rays shows issues with screws and plates from previous surgery. Both providers noted this issue is non-occupational.",0,ALL OTHER CASES (INCL 1ST AID),NO VALUE FOUND,Idle,"Miner, Prospector, NEC",SURFACE AT UNDERGROUND,OTHER,2602286,,2026
220261330015,EE got burnt while cutting a bolt with a torch.,0,ALL OTHER CASES (INCL 1ST AID),NO VALUE FOUND,Welding or cutting,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",MACHINERY,3608548,,2026
220261980003,"A jumbo carriage was being lowered using the Service Hoist & was suspended under the conveyance & shoed to the shaft guides. At the 3,500' level, the hoist program detected a change in weight resulting in the hoist program stopping the hoist. Shaft repair crew went to inspect and at 10:47 AM, it was determined that the shoes came off the guide making the hoist unavailable for use.",1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,1000088,,2026
220261180013,"Employee was tracking plant then began changing screens. EE felt something in EE's left eye, flushed it out but it continued to bother EE. Supervisor took EE to Urgent Care where they flushed EE's eye and issued a prescription ointment.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,2302523,,2026
220262430051,"Unplanned roof fall discovered reportable on 1 North Haulage at 23 block at approximately 8:45 pm on 08/23/2026. Fall primarily occurred over top of arches and steel sets that were previously installed through the area. Fall was approximately 60' long, 16' wide, and 25' high. Area was mined near June of 1989. No problems with equipment or compliance issues, training or PPE.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4601433,,2026
220262020036,"Employee was washing beneath a conveyor with a water hose when the water spray rebounded and struck them in the face, covering it small debris. Employee turned off the hose, lowered glasses, and wiped their forehead. When they did so, a piece of rust fell into left eye. Clinic used magnetic tweezers and prescription numbing drops to remove the debris.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Utility man, Shift tech, Service/Dump truck operator",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,0901033,,2026
220260710002,A hot spot occurred on the south side of the raw coal pile at the Prairie Eagle East Portal.,1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,FIRE,1103143,,2026
220261050022,A fire consumed the the mine office trailer. Cause unknown. No one was present at the time of the fire. Fire department extinguished fire and notified owner of the property.,1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,OFFICE WORKERS AT MINE SITE,FIRE,1103236,,2026
220262160017,"Employee was removing a top roller frame from the Raw Coal Belt No. 3 when they lost grip and their fingers were caught between the structure and roller frame, resulting in a laceration.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,4602444,,2026
220260710011,"Unplanned roof fall discovered reportable in the old 11 belt entry, which is now common with 9 South track, at 82 1/2 block. Fall was approx. 10' high, 16' wide and 30' long. The fall will not be cleaned up or re-supported. No problems with equipment or compliance issues, training or PPE.",1,ACCIDENT ONLY,ROOF FALL,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,FALL OF ROOF OR BACK,4601433,,2026
220261950009,"During cone crusher reassembly, a two-person crew installed lock pins/bushings - one swinging a sledgehammer, the other guiding the ram and signaling the crane operator. The guide called 'hold on' without confirming it was heard, then reached into the strike zone. The hammer struck EE's hand, displacing and lacerating EE's left middle finger.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Outside foreman, Leadman","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),4202795,,2026
220260220025,A coal fire was located in the 5 west pit that could not be extinguished within 30 minutes,1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,"STRIP, QUARY, OPEN PIT",FIRE,4800977,,2026
220261190006,"After tightening a casing connection, the employee put EE's hands in the derrick before the pipe settled, pinching EE's thumb between the string and the table. Resulting in a half inch laceration.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Surface equipment, NEC",Drill helper,"STRIP, QUARY, OPEN PIT",MACHINERY,2600594,C6137,2026
220261970016,"Injured stuck head out from the passenger compartment of a moving mantrip near 144 block Main West (to look for a block number sign) and struck the side of head on an I-Beam that was bolted to the roof resulting in a laceration that required 7 sutures to close. No problems with equipment or compliance issues, training or PPE.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Mantrip,"Master mechanic, Foreman, Supervisor",UNDERGROUND,POWERED HAULAGE,4601433,,2026
220261030026,"An employee was working on a winch rope on a 650 scoop that was loaded with a shield, this shield was hit by another 650 scoop, causing the employee to be caught between the scoop EE was working on and the shield tip.",1,FATALITY,DEATH,Machine maintenance,"Section foreman, Bullgang foreman, Labor foreman, Leadman, Shift boss",UNDERGROUND,POWERED HAULAGE,4601436,,2026
220262040010,"Mechanic in Fines Crusher rod screen floor utilized passenger elevator to travel to the grade floor. While traveling down, the elevator stopped operating. Elevator company was contacted. While on the phone with the MSHA OneCall, were able to get elevator door open, and employee was able to exit. No injuries or property damage.",1,ACCIDENT ONLY,ENTRAPMENT,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,ENTRAPMENT,2103404,,2026
220261830006,"Employee was pulling on a roller frame when it came out of the conveyor frame. It subsequently hit EE in the face, causing a laceration.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,4202267,F384,2026
220261240024,I.E. was standing on the longwall pan line when 1 of the recovery bolters turn on EE's cable reel causing the bolter cable to hit Employee in EE's lower legs causing EE to fall hitting EE's left arm on the pan line. Employee had 8 stitches in EE's left arm.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",UNDERGROUND,MACHINERY,1103189,,2026
220261950003,EE felt 3 pops in EE's shoulder while on EE's forearms.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Steel worker, Iron metal worker, Iron worker","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,2103751,P3V,2026
220262150001,Subject was helping trouble shooting the miner. EE was raising a cover and smashed EE's finger between the cover and the miner.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Continuous miner operator, Coal mole operator",UNDERGROUND,HANDLING OF MATERIALS,4200079,,2026
220261890030,Utility power outage caused the production hoist to be unavailable.,1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,3301993,,2026
220261260002,Essentially it came down to the operator of the portable band saw becoming complacent. The trigger was accidentally depressed with right hand while the left hand had came in contact with the blade of the band saw. It was the end of the shift and worker was cleaning up shop. The worker received a total of 6 stitches to the left index finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (powered),"Electrician, Lineman",SURFACE AT UNDERGROUND,MACHINERY,1000085,C8481,2026
220261870005,"Employee was exiting loader, missed last step, caught EE's weight with right arm, did not fall, and noticed soreness in shoulder. required injected non-narcotic pain medication, hence reportability. further medical assessment scheduled",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Front-end loader, Scraper-loader operator, Pan operator, Payloader, Scraper rig operator","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,1302251,,2026
220262370015,"situation still under investigation so far information gathered is startled worker tripped and broke spine, further information still being gathered.",1,FATALITY,DEATH,"Surface equipment, NEC","Driller, Highwall operator, Highwall drill operator","STRIP, QUARY, OPEN PIT",FALL OF FACE/RIB/PILLAR/SIDE/HIGHWALL,0600763,B6518,2026
220260140006,"While bent over putting oil in bolter a piece of roof rock fell and hit them on their arm/shoulder. Because they were bent over in the walkway of the machine, the rock fell perpendicular and broke across the machine. The initial rock measured approximately 77"" long, 36"" wide, and 2 ½"" thick. Mining height in this area is 13'.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,FALL OF ROOF OR BACK,4605252,,2026
220262190024,"It was raining very hard and muddy. When employee stepped off step while exiting the truck their foot slid in the mud, they did the splits, and pulled a groin muscle.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver","STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,4202542,Q37,2026
220261540009,EE rolled EE's ankle taking a step down from an elevation. After an MRI is showed a small tear to EE's ligament.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Inspect equipment or mine,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,0800046,,2026
220260610010,"The SP Material Hoist was taken out of service after finding broken strands in the rope. The rope was replaced, the hoist tested, and placed back into service.",1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,SURFACE AT UNDERGROUND,HOISTING,0100851,,2026
220261250026,"Employee grinding iron while wearing welding hood and safety glasses. Spark struck ground, rebounded under hood and glasses, and entered left eye. Evaluated by physician: shallow metallic foreign body in left cornea. Topical anesthetic applied; foreign body removed without tissue removal. No pain or residual issues reported.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Plumber, Pipefitter, Millwright",MILL OPERATION/PREPARATION PLANT,MACHINERY,4700587,,2026
220261960002,Employee was using a rock bar to pry loose hardened material buildup. When the material broke free the bar slipped from the employee's hand and bounced off of an adjacent handrail. When bar bounced back up it hit employee in the chin causing a cut that required stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Utility man, Shift tech, Service/Dump truck operator",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),2302171,B4819,2026
220260580006,Utility power outage caused the production hoist to be unavailable.,1,ACCIDENT ONLY,HOISTING,NO VALUE FOUND,NO VALUE FOUND,UNDERGROUND,HOISTING,3301993,,2026
220260680012,"The employee was removing a pump when the securing chain slipped and made contact with their hard hat. The employee reported no injury and continued working. As a precaution, they later sought medical evaluation. No treatment or medication was required or prescribed. The employee subsequently took scheduled days off during a planned production gap.",0,ALL OTHER CASES (INCL 1ST AID),NO VALUE FOUND,Unknown,"Miner, Prospector, NEC","STRIP, QUARY, OPEN PIT",POWERED HAULAGE,2902564,,2026
